,Recall,PositiveRating,PerfRatio,Impact,Asian,Black,White,5_o_Clock_Shadow,Bald,Bangs,Blond_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,Male,Mustache,No_Beard,Sideburns,Wearing_Hat,Wearing_Lipstick,Wearing_Necktie,Young,top,right,bottom,left,Old,Masculine,Baby-faced,Competent,Attractive,Energetic,Well-groomed,Intelligent,Honest,Generous,Trustworthy,Confident,Rich,Dominant,NewsID,Market % of US,% Af-Am,% Hispanic,% Asian
Diane Lee WSPA,0.4060913706,0.6,4.57,24,-6.68005098470483,-5.32393264855259,4.46286647194505,-10.8186440811239,-8.82496689564041,-2.97886365428515,2.45114743606854,-7.12083680472786,-6.85802247512615,-7.59845532435261,-9.06010811265332,-10.6883619286804,-6.11568169972164,0.795223572587538,-9.56840378771316,-12.8165476122397,7.25428530465459,-10.0982118136334,-5.11881476116875,1.83900085279784,-10.3888212381684,2.04656242924038,36,262,222,77,-0.197175484345701,-0.210350642408851,0.33553654994726,-0.201699255388067,0.038657062200364,0.232766807817738,-0.040948823625017,-0.120332876916866,0.079684374229492,0.056995735984585,0.108744872051993,-0.061488807254473,-0.266484297617517,-0.133186296360125,2,0.74%,13.66%,4.07%,1.12%
Diane Walker WWBT,0.8791346154,0.6595482883,6.68,58,-6.003995170622,-1.575558656486,-2.71039545374163,-7.00934002116115,-13.1348594523852,-1.40306208131397,-6.64612184592136,-5.15983751923991,-1.00390285042945,-2.55481903252175,-7.16290686599502,-11.4557385387219,-8.2945775108764,-2.02575478251016,-2.80359375284356,-10.9101088671903,7.28562331219663,-10.8953193956667,-5.0148857899131,-0.981096022734726,-5.57393610730935,1.15693734944637,36,262,222,77,-0.306152895999662,-0.124176553898987,0.353182203060628,-0.235214490341589,-0.012124545874942,0.256554927894646,0.100620899673167,-0.310110499220488,-0.040589027592263,0.016726912149427,-0.084546110943451,0.068176586347546,-0.162746863634665,0.01632921233643,2,0.48%,29.69%,3.82%,2.70%
Diann Burns WBBM,0.58,0.61,6.44,35,-6.39273915307649,-4.00805831049895,-2.13532627153146,-9.41475706858066,-15.2490128968693,-0.171792395347345,-6.59790361167447,-6.8125691859912,-4.75137089464172,-5.43413908619225,-11.9874337654853,-15.07491721228,-7.12372559088823,-1.28120694344283,-6.71567181657056,-12.7815555636999,9.02516678970791,-13.1905886283284,-4.07312192505326,1.57429671510919,-6.86181518869645,-1.02240387582037,19,266,242,43,-0.071921311811286,0.016124146972352,0.036692230367963,-0.079888351981126,0.047119800335013,0.29595242191182,0.048771964370331,-0.176543511920382,-0.106633120805737,-0.106147009746739,-0.078579627864086,0.113279055733735,-0.091946198275707,0.096739584861725,2,3.06%,17.35%,15.19%,5.69%
Dick Goddard WJW,0.9323671498,0.6321243523,3.3,59,-5.86856855334378,-5.68984115892117,3.97932090965042,-6.77876175571607,-0.64594869620827,-7.5702618508362,-4.16587423753942,-4.37556353636478,-0.570573577752697,-0.097906362642231,-4.21603479229306,-6.66546444838737,1.3396079091647,-9.45065006101428,5.6154162346427,-6.14711177117534,5.38732187673447,-8.26021158478965,-6.71989455424785,-8.3293031470929,-0.139101590222095,-6.86971421539918,19,291,242,68,0.217838716080303,0.015752534375332,-0.129225237580006,-0.144370860980436,-0.086533210574203,-0.047447407000145,-0.048342070521024,-0.160959998437783,-0.070733199593271,-0.033000234088337,-0.079899181457808,0.006615510800012,-0.013830850472887,0.054955135458495,1,1.29%,13.31%,16.97%,2.85%
Dick Knipfing KRQE,0.7686659154,0.519514106,2.18,40,-5.90648744352872,-6.29493562073005,4.68504890762829,-3.18618991167272,-1.07713972216745,-7.12181605774213,-6.38764769346091,-2.08540459938577,-1.51449176645076,-1.72276529437374,-9.83449069167003,-5.9979328948708,-0.781791984074186,-9.13612171809256,5.19353564444793,-5.53517397833926,2.75116879693966,-6.77862077984353,-3.74056686645757,-9.02020312045306,-0.37130400898888,-2.64295944157828,36,262,222,77,0.134511072725632,0.024051675500168,0.064634785355434,0.000203647672555,0.029081855409799,-0.042900850767674,-0.081837771367934,-0.073145162073565,0.040789558774441,0.064649503266571,0.021168594031986,-0.028747703718696,-0.003787616543292,-0.033173204171047,2,0.60%,2.50%,38.45%,1.56%
Dominique Sachse KPRC,0.8320610687,0.6536697248,4.45,54,-6.44704320525511,-4.44413982625287,2.40894546295706,-11.4849996119589,-16.9675753400265,-1.56105832082187,-2.96671859916188,-4.70825792654271,-4.8971953639715,-4.27270028786565,-8.75310645103894,-12.6878149601441,-12.1009291203434,2.96836854863326,-9.35135727708478,-11.8457378266932,7.17735551791087,-9.54013509204726,-4.40226609027244,4.15625195594491,-11.8815643515962,2.80302447623602,68,211,175,103,-0.106943312835775,0.041828734631786,-0.039573810931814,-0.092463604264281,0.055109576927781,0.211573373893553,-0.11021528998299,-0.044471918047569,-0.021299945760234,0.111812917779025,-0.014905661724475,0.01511663879209,-0.107715901586231,0.018634159544948,2,2.02%,18.51%,28.15%,6.48%
Don Guevara KTNV,0.3345871211,0.4909936945,1.99,16,-5.12817685307593,-6.2020181027783,-0.915770255816737,-0.423630254965747,-10.6243682049098,-3.84221642489931,-10.6795889466011,0.730731852147972,-4.72719528543122,-4.807498644947,-3.01193483884959,-6.5986510893857,-8.40836570388791,-5.57504987444586,5.91981993269288,-6.57657209232258,1.67078083419061,-6.71071422592514,-3.22824763303228,-4.87813025077073,-1.32340611620381,2.5754366437511,19,266,242,43,-0.357853484415789,-0.058899637156936,0.004002571659278,-0.020033535164173,0.087274648566969,0.194764813486716,0.054919000896642,0.104723751266421,-0.036415627171066,-0.098322552764262,-0.089568381857495,0.097367955087842,-0.084996327859768,-0.061888603420204,2,0.64%,7.66%,24.26%,4.49%
Don Harris WOAI,0.65,0.58,3.47,38,-2.62039007673906,-8.04283014165338,2.2055845861831,-2.31985608753162,-0.954250488238762,-7.3971476491385,-4.10756031757431,-0.807735249173213,0.056905091988909,0.364355786993116,-2.87672389543042,-5.96628021623689,-2.13342988788185,-7.95815665509066,6.32600569880951,-6.90313182220574,3.45290620843662,-6.20210987955224,-7.47177178104801,-6.67318725352334,-0.583938061924034,-2.02927974207552,19,266,242,43,-0.158545366156088,0.149767135672293,0.102024185966158,-0.0932260742846,-0.041609247728482,0.016320557662086,-0.068053440436775,-0.068390040002039,-0.07143109344363,0.048862229126264,-0.077973233999143,0.134980419744478,0.026859416340792,0.159838432500596,2,0.77%,7.64%,50.72%,2.38%
Don Nelson KTRK,0.81,0.62,3.48,50,-3.55937229598271,-4.70733376667543,3.68697022285802,-5.24683780948934,-2.24343616762122,-6.07224518010832,-3.25673888319961,-5.17258623714427,-1.42663077593057,-1.18268506753306,-2.81311260648795,-7.32426053846268,-0.471160145708778,-7.58755694447601,6.42672852196164,-8.74494542093487,5.63273206451828,-8.77144240768243,-3.27373747834914,-7.49654522397385,-0.918726365781584,-2.0131840224371,36,262,222,77,0.210573944888334,0.038037967569651,-0.054421752513141,-0.086959861251558,-0.005940046202002,-0.001850438000829,-0.072168873306052,-0.11941868532211,-0.12316331508205,-0.01094498991308,-0.066424547336699,0.024167260215732,0.03128799381083,0.094124668904522,2,2.02%,18.51%,28.15%,6.48%
Don Schwenneker WTVD,0.5488515275,0.7289669733,7.17,40,-1.45744636565984,-9.61993550631735,0.948329043165774,-3.94234346552372,-5.08527097677918,-7.58932452446152,-7.08236434354745,-1.95281542513049,0.760580018426314,1.1082675787764,-13.3754876219152,-7.2657809910259,-3.02217560796467,-10.0730340336398,8.49287278960373,-6.60155875939019,4.4255752390347,-7.35281542215205,-6.0960377771775,-9.06302586793511,-0.43823492668155,-2.48236624523803,19,291,242,68,-0.253149636475356,0.054849521856505,0.292425150194945,-0.245505694871562,-0.031138024177118,0.09236127123012,-0.092186322218431,-0.217837080200439,-0.182013993377815,-0.060257161365281,-0.179670476958657,0.061547854342954,-0.162263146109052,0.114312081249435,1,1.01%,27.90%,7.01%,2.96%
Don Teague KRIV,0.2726207044,0.4616686475,2.39,13,-7.07843564337788,-4.45550928338707,2.39941849784245,-3.8512842300472,-3.91131775783803,-6.87624351942768,-3.88824609254286,-7.02839336310775,-1.91380547334698,-1.96449495790526,-10.2764902430288,-6.21505196075723,-3.17985888300932,-7.68175988141409,3.44418413863231,-8.6022873675612,3.66910521702515,-6.99604229728932,-2.52037676546762,-7.01058118418779,-1.51754890722661,1.46454703291642,19,266,242,43,-0.181246497302704,-0.128910976754999,0.376884705296791,-0.054784957102671,0.148537045467946,0.009431155024979,0.086947701245349,-0.054406356101738,0.13315277638404,0.163178576960267,0.114891534004797,-0.036300015818572,-0.039242976759156,-0.084310173774443,2,2.02%,18.51%,28.15%,6.48%
Donna Britt WAFB,0.8978588806,0.6869376747,5,62,-6.81185060709896,-8.64155837492416,5.12498089511991,-11.4207623453645,-14.4687839916785,-3.15206674821781,-2.77230768664287,-5.64012018279573,-6.31118950059487,-6.09605355391465,-5.11752252095223,-15.4183155834665,-3.54311539326727,-0.423325983931462,-6.53849245232606,-14.9609305127511,7.5945089223285,-13.9114553869645,-3.82498938442827,1.7451015356574,-9.10643550549032,-2.17870162247337,36,262,222,77,0.111258818773805,-0.396487331951713,0.054310984970837,-0.100400576852674,-0.149755235253522,0.163856254569588,-0.085057899761553,0.025448561671117,-7.83858086013389E-06,-0.047643313831376,-0.005758099294379,-0.117693387250574,0.00975366430277,-0.210699360128851,2,0.29%,45.97%,1.70%,0.78%
Donna Pitman KMBC,0.63,0.48,1.95,30,-6.00353706377424,-4.42125675175717,0.264180400689369,-7.1446489165992,-12.8612981379373,-4.99631118011475,-5.57156284999934,-4.48378378503925,-6.49581921141898,-7.13023618243547,-16.7279475011965,-9.76482607675321,-12.320788168244,0.403819134739055,-6.79800392620805,-10.878308970819,6.78300944614606,-9.12986832226821,-4.41962915278298,1.89364978658228,-8.20110902238141,2.42439404355926,36,262,222,77,-0.130781839365396,-0.014652182511405,0.151622934302364,-0.227243958856964,-0.014658034177491,0.251462146326722,-0.040205208821036,-0.206682479642994,-0.058696930996709,-0.023923881612928,-0.054283428090863,0.027076543921621,-0.212583474400106,0.017177369853523,2,0.81%,11.68%,5.70%,2.18%
Dorothy Krysiuk WCVB,0.41,0.42,1.83,17,-9.23329279635024,-6.37623883488159,4.48644909658506,-13.7175283111767,-10.1353503858345,-5.19732445217151,1.43213258363507,-10.8352313735154,-6.37797888279912,-6.73381764359037,-9.67060445816342,-12.1103351578004,-7.52679675423394,-1.08810170682262,-7.19583435271822,-11.4627846739132,8.10191000065213,-10.5511565545344,-6.34265360703547,-0.349367432276034,-11.6300831522262,0.201603135935528,19,266,242,43,0.142190696763263,0.089471212582459,-0.130320568436975,-0.043888394986809,0.108260337535172,0.146334088621307,-0.047686563143981,-0.029950575722426,0.052658079289665,0.035795299295234,0.069180011048761,0.110292966534578,-0.061854862228278,0.11035257722776,2,2.13%,6.51%,7.21%,5.16%
Doug Allen GAL,0.84,0.73,7.73,61,-4.7234005767558,-8.30457020557547,2.80598754838394,-4.21047626812388,-4.31230202956838,-6.95177333643264,-3.18824796203397,-5.31467138727155,-1.29290495534765,-2.4053166129294,-3.97770558841888,-6.41266320693105,-2.55304989063781,-6.67078958231154,0.342038500520145,-8.359550716836,4.44383125314946,-7.30945501175294,-3.28810528551153,-5.27931658962757,-2.16386310996335,-1.2910609749855,19,266,242,43,-0.229515543815593,0.095085833101471,0.171442695692368,-0.061720572453306,0.064154208111553,0.163647456583373,0.039938789756914,-0.144419314593441,-0.085892475734348,-0.123617156777629,-0.145365199195258,0.132730191883647,-0.101218883267672,0.105682894447079,1,0.62%,5.70%,5.32%,1.51%
Doug Collins KFSN,0.803753696,0.728850981,7.25,59,-8.76767075005096,-2.55681247135177,1.70248351699862,-6.5545494723364,-2.81668676849885,-5.29411994516903,-3.79467031880913,-6.75590322815902,-1.23250734279123,-0.03620070403583,-8.84692333302069,-10.3780004581263,0.128494330342193,-10.4444496071701,8.27397292810261,-12.1696238564464,8.2734058294396,-11.5421030398669,-6.01307620357533,-9.39989787210218,0.144135599376254,-3.02782093784337,36,262,222,77,0.350527769688096,0.037443619366228,-0.170592305242055,0.02958880767382,-0.091459187819453,-0.22150067438972,0.051246949655325,-0.102117864374294,-0.065667028952252,-0.083248275277326,-0.063106889179045,-0.024259145292446,0.127194438078576,0.048154679249305,1,0.50%,4.72%,46.18%,6.21%
Doug Fernandez KOAT,0.8417084861,0.5483137946,2.96,46,-6.39809478009807,-8.91234485084868,4.89660594331812,-2.9956833295929,-2.92480134296541,-8.56894684049405,-5.73997938540729,-1.9403667276451,-1.46821448716469,-0.757689091096786,-1.24966683818935,-6.58497148471038,-0.959267484833437,-11.0514472455426,8.20131656028917,-8.11885507528171,4.48541270180858,-6.73096430614672,-5.3618249053269,-10.4756145904698,-0.77312172768137,-1.4918942536624,36,262,222,77,-0.023163565129447,0.177471700545223,-0.076178074310843,0.074513558816264,0.110990005817593,-0.021576868956669,0.006979402684634,0.059798793954829,-0.021313774464793,-0.038519567219862,-0.027394530355001,0.092878186772983,0.114872900721265,0.10628599891968,2,0.60%,2.50%,38.45%,1.56%
Doug Meehan KPNX,0.34,0.52,2.05,18,-4.46640865616429,-7.79008080576262,1.64407583895784,-3.14944247967262,-9.07716032522908,-6.25223077059877,-5.15921677786467,-0.908096200349058,-0.969549146083692,0.30176330881091,-8.4669244656106,-9.1455660928177,-0.545845288069421,-9.35210197160302,6.69989498089655,-8.35841852138213,3.79953892067447,-8.29685094904474,-5.01113243827983,-9.05941292278583,-0.330503556201462,-1.33120386488222,36,262,222,77,-0.298395942769446,-0.166802057888563,0.467931959458237,-0.156348508853422,0.186485908027131,0.139546234487349,0.103657181239086,-0.142056920354042,0.054563358139466,0.200369054451923,0.106934357655898,-0.033571117410081,-0.055252227367893,-0.115560637220009,2,1.60%,5.36%,6.78%,8.56%
Doug Proffitt WHAS,0.8484783789,0.5397333195,3.42,46,-7.85582363893954,-6.12753250568835,4.99358498736866,-6.91287043888763,-2.18203515272036,-8.76886526645223,-3.57700129068953,-8.77878507209117,-0.130454113565283,-1.06812585003786,-5.48914408376618,-8.79055344411704,0.940617502614269,-10.4183207853695,7.80770969694571,-10.589785823734,6.86119600850125,-9.40047538022211,-7.18549154107797,-9.72490547753338,0.371171253661445,-5.17066342583262,36,262,222,77,0.009003737601991,-0.247419225307372,0.405379892707333,-0.120164683896268,-0.011551077660848,-0.116563749292407,0.055590390525653,-0.123530649653326,0.102226322075263,0.111101929743522,0.13270525514558,-0.121150370327961,-0.030084146086963,-0.146899976377437,2,0.58%,20.39%,6.11%,2.79%
Drew Carney KGW,0.71,0.55,2.62,39,-5.71873229564676,-7.44297990918511,1.37840587617502,-1.61371272760193,-7.72255456227386,-7.41658340567907,-8.78881078792331,-0.265288011191177,-5.02887166887513,-4.88938264518874,-8.94698313926761,-6.11098626777847,-7.39374125448107,-11.9075831684606,11.8310056291233,-5.82216264300697,1.98502364191988,-5.93691711027891,-7.01397052934821,-10.4516170506944,-0.764261495280109,1.74412554293023,19,266,242,43,-0.380013078105461,-0.021300652073697,0.17395633861557,-0.068395458932036,0.198707957878685,0.174992946681705,0.069594754075982,-0.047372493933547,-0.025610350552003,0.063054226486082,-0.03537786753015,0.088129124383243,-0.014690660623258,-0.031437831333714,2,1.03%,2.55%,8.18%,4.22%
Dylan Dreyer WHDH,0.6,0.65,6.04,39,-7.58407608548284,-6.90601973520952,4.88861853304749,-15.8095003370213,-15.4041065120915,-6.18564949432029,-1.42305632967172,-8.65425938963557,-7.28081260228694,-7.36243935980223,-12.5434851113748,-14.9344240305735,-10.5125273916912,-0.194908622257511,-8.84837567238011,-14.3296738434424,10.0676987204714,-13.2573355356288,-7.11505803822919,0.780519247610181,-13.4398645684669,4.43911475530878,36,262,222,77,-0.270963406730663,-0.25593544450083,0.472304760275508,-0.194025047422144,-0.015556587563122,0.222681147195918,0.011983761281832,0.01416441708931,0.044736941953161,0.089417620069259,0.018799280637306,-0.035596585746863,-0.113395841622785,-0.057995241262312,1,2.13%,6.51%,7.21%,5.16%
Ed Piotrowski WPDE,0.8004232674,0.8323457446,12.4,67,-7.08850617119485,-6.19849655964071,2.90712455204592,-3.89555530041691,-1.18312601571003,-11.1417844470219,-6.24411822872325,-5.43960192125783,-1.00459471807913,0.085890534275644,-5.42121811211427,-7.05041231217988,-1.3065068746402,-10.9760972236385,8.96277502683227,-7.00995218186604,3.864369825552,-8.26988521125905,-6.51783589775121,-9.4253982570296,0.179630630711272,-3.03603281886668,19,291,242,68,0.002186693620195,0.203593858964658,-0.336375809106185,0.116404515377365,0.013254753566739,0.062790603478151,-0.063145548977588,0.070803372998973,-0.02631027925515,-0.058283379333473,-0.037932523534682,0.151934056876729,0.016344678972672,0.134797971233145,1,0.25%,1.70%,1.14%,1.41%
Edan Schultz WSIL,0.4916958379,0.5988313025,3.66,29,-5.29163222194565,-5.96210422090627,1.50318829368049,-3.37894182212826,-4.73303361021689,-5.72798507972684,-3.97499747251309,-0.322343644743193,-5.55756915262979,-5.92278540275965,-5.20436137849625,-6.06281577798771,-3.6572964992678,-5.43100032905369,2.39951844957204,-7.00038631191782,3.28788902961445,-8.16463438866381,-0.939782671858627,-5.61345657361817,-1.80486049105335,2.04969941506984,19,266,242,43,-0.005434743601956,0.120088543537137,-0.204212115505361,-0.044311399385444,0.043511786474102,0.083478653152045,-0.068019549918724,-0.080368384867785,-0.191554020934597,-0.067064469917376,-0.183113763285381,0.165601286210208,0.010843993981446,0.116953869974954,2,0.33%,6.80%,1.65%,0.78%
Eddie Garcia KOB,0.5125595766,0.4268551184,1.46,22,-2.4138639427779,-6.11115394979349,-0.713243272542552,-5.54945887295613,-5.16663958171488,-7.94630633457592,-7.48983430061612,-0.292547552558094,-0.299282082142268,-1.62102276615691,-4.11656129852861,-8.19821131274094,-6.75385061523861,-6.01632037709808,5.8843498277664,-7.99854361445015,5.42862850610707,-10.8287849700851,-8.20667696468273,-5.86397306278022,-1.39602676088977,2.0135634705544,36,262,222,77,-0.448929241390412,-0.34087692536933,0.591082887824499,-0.271243580563058,-0.051552399135652,0.035878720532745,-0.014246751113758,-0.173653891876294,-0.005021180213582,0.076443979130258,-0.045585943699966,-0.106628359342954,-0.218728226408976,-0.206762097841533,1,0.60%,2.50%,38.45%,1.56%
Eileen Gonzales KSAT,0.3764165351,0.5553805462,3.88,21,-4.24301097917602,-6.26144646221961,0.23732044512217,-8.4823559808607,-16.2711879082625,-4.52868286603849,-5.7345096742148,-5.26741378272144,-5.52979844174433,-5.37694919569536,-6.95873199600687,-10.6527780936221,-10.1786699771915,0.628737658613211,-5.47242560598092,-10.1702376925481,6.66400971825835,-9.27236287183871,-4.76159272951992,1.80727801199075,-7.98984406924676,0.84936864151883,36,262,222,77,-0.089775857502258,0.00534631660164,-0.022879639028795,-0.047048374294007,0.064169675005988,0.230159201327007,0.073385788124105,0.039185663600913,0.005684076199628,0.00955973780091,-0.036819652727462,0.103643992132638,0.024346806398101,0.053639630392707,2,0.77%,7.64%,50.72%,2.38%
Elaina Rusk KERO,0.4435266658,0.422912269,2.29,19,-6.12248952064708,-6.41756532053235,3.94803075640538,-9.01687899489851,-8.4390331721491,-5.51283096015398,0.363445925796782,-6.30616912336554,-5.08508743387514,-6.31702542329992,-5.25244242788561,-9.54042894936474,-5.67391203295405,-1.15698218291779,-4.9834514446858,-10.9155547850394,7.02359609052548,-8.91339894616035,-2.43424001392718,-0.854918306054758,-9.29249925568228,3.66314080400807,19,266,242,43,-0.422958403296867,-0.24655376823087,0.449081501391901,-0.277544706527578,-0.003163374409008,0.150051042979212,-0.05193403653057,-0.135528133688722,0.100706844065884,0.09580974610432,0.047064028355006,-0.085013265597651,-0.272575745642219,-0.189008402691211,1,0.20%,37.47%,4.52%,1.88%
Elita Loresca KNBC,0.373439,0.601824,4.6,22,-1.82190417049895,-3.04667081810197,-3.43798969636189,-11.7938406244097,-13.7842491361735,-2.1641503370436,-6.54477874651601,-4.2676456610794,-3.28169994183518,-5.41085168263222,-2.26460500496925,-9.49330400561659,-12.3779763464758,0.964817597380774,-7.00502348552018,-9.07390002750996,8.08992101210279,-12.9643193000253,-5.8519870848081,1.77947688773116,-9.04278100387712,1.87706499998971,36,262,222,77,-0.235075039081439,-0.282038017111546,0.318019660040007,-0.21072067574299,-0.088163820874217,0.29306414843777,0.073008829775506,-0.081978075949579,0.004647159330749,0.072346061484014,-0.048131568496374,0.004005710372651,-0.123372103894068,-0.058613203520138,1,4.85%,8.73%,34.89%,13.40%
Elizabeth Alex KSHB,0.56,0.51,2.67,29,-8.48088454422109,-9.63187417734575,6.3939619178043,-15.0252547090163,-17.5107195729272,1.06695001657506,0.993796672179959,-7.3038478541789,-5.14341839885484,-4.13135846097797,-7.48914108148111,-16.2876229700101,-5.10874573785097,0.663978814096379,-8.11860500925654,-12.6857963109068,10.5180377004269,-13.9229015307148,-7.50508002857153,1.74819729682883,-12.7648133709646,-2.9780056218746,19,266,242,43,0.202552512833136,-0.0822977742386,-0.127016179597153,-0.177995610737363,-0.049188756934741,0.058020331469526,-0.1601434004655,0.010719364157364,0.013448217577181,-0.040203568961729,0.003675362920129,0.001068141669802,-0.047430554066531,0.005353373336159,2,0.81%,11.68%,5.70%,2.18%
Elizabeth Alvarez KRQE,0.4260560323,0.3875269471,1.39,17,-6.81296208542175,-8.08138333149246,3.13356161424779,-11.6253967671223,-17.3431911129244,-3.76481207536463,-6.02674521688951,-4.56214522498725,-6.39473220197354,-6.34769500606102,-9.06009263352227,-15.7232849159017,-11.3791623995713,0.328980706305268,-7.68622051577274,-14.8069458703702,10.8235385594718,-14.6689398358055,-4.05062751127658,1.26902744556956,-10.5012547932046,2.64151646276712,19,266,242,43,-0.481149675864882,0.043278746529329,0.209377244145222,-0.184292373693545,0.0822057606699,0.439301243059185,0.067276052987692,-0.136318645603895,-0.068175072269678,-0.03485731685946,-0.054914718461278,0.157140279346658,-0.213569775291592,0.10190166290177,2,0.60%,2.50%,38.45%,1.56%
Elizabeth Cook KPIX,0.3946587537,0.5488721805,4.56,22,-7.73882512806213,-5.45773643162051,2.25829402505646,-7.33906474352564,-10.02231344,-5.85379826305965,-1.95304179329445,-4.68283135153456,-8.32696192364386,-9.03332857506302,-6.93998252015135,-10.5446559513876,-9.67096877375434,0.301557324228546,-5.63873688768708,-9.99420084567462,7.11362477793961,-9.29326127641129,-3.88227945694486,1.47549532252877,-7.69683755880589,5.42538209156798,36,262,222,77,-0.5189964428345,-0.02655628860476,0.297538030726952,-0.195169915778392,0.169025629170511,0.309339549119997,-0.070475557121604,-0.144668016626658,0.015494697387364,0.040013072823799,0.066060197579632,0.061528106178891,-0.271697789666958,-0.029214845841913,2,2.18%,7.50%,17.19%,21.97%
Elizabeth Gadley KHSL___KNVN,0.3922657551,0.4202114264,1.68,16,-3.54452440367841,-5.18432704973324,2.41732286032973,-8.59623140384698,-13.0963076409076,-3.2319740621019,-4.87846069181545,-5.01817130018348,-5.45508188733813,-5.70108393340813,-9.45333855265839,-9.67832925722227,-11.1520815843458,0.990571689904178,-6.39283278131517,-11.4927518165607,6.27679487163731,-7.19788141446855,-5.02792197338186,2.29589767671728,-8.23492137939612,2.33152287451994,36,262,222,77,-0.077399733687972,-0.278137885434472,0.063550476995116,-0.141082413521611,-0.080271989403295,0.071833723335506,-0.008902889848278,0.024185132482339,0.060365978989843,0.116148525610806,0.075736749107585,-0.167977715966026,-0.105253128789711,-0.230305619285387,2,0.17%,16.38%,3.59%,1.05%
Elizabeth Gardner WRAL,0.8164244492,0.7158504671,8.16,58,-1.06115852312133,-5.5678750688412,1.74095613712876,-9.01323495674047,-15.152973519313,-3.44548156933453,-3.41340587315341,-8.13371453654831,-4.89039209633902,-4.29759300572616,-5.51136090726949,-11.218658292072,-8.44579773198605,-1.98722704375427,-5.21211899934638,-13.5277726216398,7.67686739693722,-9.74294334504512,-5.74864644434757,-0.578306194763479,-7.3018676960945,-0.775284108518541,36,262,222,77,-0.399218586624874,-0.488132782143473,0.355815103757212,-0.23501834187208,-0.119667571360322,0.180344518741415,-0.081997779549979,-0.115801967383969,0.163835652236217,0.104912314544493,0.105219452806162,-0.177640109505629,-0.250495310514156,-0.379362614919186,1,1.01%,27.90%,7.01%,2.96%
Elizabeth Vowell WAFB,0.3344643589,0.5343521051,3.5,18,-6.96769729765858,-8.65033762529827,3.01064881061263,-8.27336613700528,-14.9393812330235,-5.22625113808894,-6.52190363059142,-3.71691864451615,-5.34051091648354,-5.5113278988717,-11.603865604661,-13.2932611864038,-11.5119406894279,0.122937162605368,-5.460161499267,-14.4337873984943,9.06093359061604,-11.4016224825932,-5.83541034558835,1.56144354061231,-6.37971755200219,1.51974767190957,36,262,222,77,-0.261377388957143,0.017114238214458,0.124622677399715,-0.272030154431818,-0.063456219998926,0.181337271077025,-0.156084480161877,-0.254140288124004,-0.157883711485974,-0.126954352717808,-0.102996197150464,-0.002536550632871,-0.226183381062363,0.010818896825545,2,0.29%,45.97%,1.70%,0.78%
Elsa Ramon WOAI,0.6,0.66,5.58,40,-1.87116900258422,-3.93580464900405,-0.505262231456516,-15.9583696628387,-15.9382024041528,-1.58957576664499,-6.23081813347565,-6.36552500127087,-6.0329840312624,-7.20029417259041,-5.84529354532534,-18.3652355167517,-12.0029032229304,2.5679807366649,-8.99396252636012,-17.3893707492571,13.3559063701417,-18.6338303042192,-4.66521946306945,4.21979159794868,-10.66761586384,1.57359379934425,19,266,242,43,-0.308707805389866,-0.228221914107134,0.25777709246802,-0.068633335708042,0.021815283916471,0.379018832919642,0.164446489794776,0.022835735598366,0.018630813465723,0.040557712636413,-0.051607055791119,0.011026401544441,-0.05979003321164,-0.064832823997301,2,0.77%,7.64%,50.72%,2.38%
Emilie Voss WTOL,0.5489260143,0.6043478261,4.09,33,-6.2121674258354,-5.68578882356743,2.89721300563052,-11.415878546315,-16.8866135209442,-1.62538362265781,0.88760325144941,-6.05435511693126,-9.14600326269187,-8.17923684147673,-12.5743050013588,-14.9420342558436,-7.80424124687824,1.7492075900082,-8.7867883917313,-15.6031192163054,7.69201807769358,-12.9363958331653,-7.3842126792673,3.85232790203843,-10.5141927723489,1.37151706642067,36,262,222,77,-0.063004822893656,-0.448707552775878,0.263387627893663,-0.126048699340644,-0.153566262840838,0.158753076130731,0.071538414549095,0.015300467463324,0.071868953098549,-0.023310146268812,0.066695929516477,-0.198410809343038,-0.104543438891809,-0.327636224309138,2,0.35%,9.32%,4.80%,1.21%
Emily Byrd FOX_8,0.6440677966,0.75,7.6,48,-10.4849000348333,-4.80373425402805,2.80016314482515,-13.0396367783846,-13.4288152471179,-4.36468971346936,-0.206909911193016,-8.21693473016977,-7.17658443297443,-6.14848713159384,-12.0560898875757,-14.0461692208317,-8.16840045593945,-0.296483220798171,-8.51299934073439,-14.6193770844892,9.56423099829851,-11.3739133011864,-7.07620686456172,0.829065145370581,-10.445510944408,1.32820457092274,36,262,222,77,-0.193647975869067,-0.111726527106832,0.156764131065886,-0.125512043485826,0.061444571323156,0.199901769966037,0.071160951208767,-0.048232692049047,0.000757221631663,-0.089053283510553,-0.027864077786392,0.042364750129357,-0.017822158651503,-0.066260672735987,1,0.61%,20.89%,5.84%,1.72%
